read_id	orientation	ref_start	ref_end	alignment_length	identity	error_rate	mapq
SRR27862880.57501_m2	-1	1876	2026	150	1.00000000	0.00000000	0
SRR27862880.29001_m1	+1	1878	2027	149	1.00000000	0.00000000	0
SRR27862880.231001_m2	-1	1885	2034	149	1.00000000	0.00000000	0
SRR27862880.18001_m1	-1	1886	2037	151	1.00000000	0.00000000	0
SRR27862880.191501_m2	-1	1887	2037	150	1.00000000	0.00000000	0
SRR27862880.96001_m1	+1	1911	2062	151	1.00000000	0.00000000	0
SRR27862880.107501_m1	-1	1915	2065	150	1.00000000	0.00000000	0
SRR27862880.94001_m2	+1	1923	2074	151	1.00000000	0.00000000	0
SRR27862880.245501_m1	+1	1933	2084	151	1.00000000	0.00000000	0
SRR27862880.69001_m1	+1	1943	2094	151	1.00000000	0.00000000	0
SRR27862880.23501_m2	+1	1954	2105	151	1.00000000	0.00000000	0
SRR27862880.38001_m1	+1	1964	2115	151	0.98675497	0.01324503	0
SRR27862880.74001_m2	+1	1977	2128	151	1.00000000	0.00000000	0
SRR27862880.191001_m2	-1	2014	2164	150	1.00000000	0.00000000	0
SRR27862880.224501_m2	-1	2014	2164	150	1.00000000	0.00000000	0
SRR27862880.26001_m2	+1	2029	2178	149	1.00000000	0.00000000	0
SRR27862880.92501_m2	+1	2038	2187	149	1.00000000	0.00000000	0
SRR27862880.31501_m1	-1	2041	2190	149	1.00000000	0.00000000	0
SRR27862880.123501_m2	+1	2049	2199	150	1.00000000	0.00000000	0
SRR27862880.103501_m2	+1	2054	2204	150	1.00000000	0.00000000	0
SRR27862880.139501_m2	+1	2054	2204	150	1.00000000	0.00000000	0
SRR27862880.236001_m2	-1	2056	2206	150	1.00000000	0.00000000	0
SRR27862880.61501_m2	-1	2057	2207	150	1.00000000	0.00000000	0
SRR27862880.136001_m1	-1	2062	2212	150	1.00000000	0.00000000	0
SRR27862880.155501_m2	-1	2064	2214	150	1.00000000	0.00000000	0
SRR27862880.247001_m1	-1	2069	2220	151	1.00000000	0.00000000	0
SRR27862880.207001_m2	+1	2070	2221	151	1.00000000	0.00000000	0
SRR27862880.79501_m1	+1	2073	2223	150	1.00000000	0.00000000	0
SRR27862880.30001_m2	+1	2075	2226	151	1.00000000	0.00000000	0
SRR27862880.170001_m2	-1	2076	2226	150	1.00000000	0.00000000	0
SRR27862880.90001_m2	-1	2076	2226	150	1.00000000	0.00000000	0
SRR27862880.118501_m2	+1	2078	2228	150	1.00000000	0.00000000	0
SRR27862880.29001_m2	-1	2097	2247	150	1.00000000	0.00000000	0
SRR27862880.54501_m1	-1	2100	2251	151	1.00000000	0.00000000	0
SRR27862880.186001_m2	+1	2109	2260	151	1.00000000	0.00000000	0
SRR27862880.83001_m2	+1	2136	2286	150	1.00000000	0.00000000	0
SRR27862880.188001_m2	+1	2145	2294	149	1.00000000	0.00000000	0
SRR27862880.86501_m2	+1	2148	2295	147	1.00000000	0.00000000	0
SRR27862880.94001_m1	-1	2151	2302	151	1.00000000	0.00000000	0
SRR27862880.135001_m2	+1	2153	2302	149	1.00000000	0.00000000	0
SRR27862880.96001_m2	-1	2153	2302	149	1.00000000	0.00000000	0
SRR27862880.69001_m2	-1	2155	2306	151	1.00000000	0.00000000	0
SRR27862880.149501_m2	+1	2156	2307	151	1.00000000	0.00000000	0
SRR27862880.33501_m1	+1	2159	2310	151	1.00000000	0.00000000	0
SRR27862880.241001_m2	+1	2161	2312	151	1.00000000	0.00000000	0
SRR27862880.15001_m2	+1	2164	2314	150	1.00000000	0.00000000	0
SRR27862880.105501_m2	+1	2171	2321	150	1.00000000	0.00000000	0
SRR27862880.245501_m2	-1	2177	2327	150	1.00000000	0.00000000	0
SRR27862880.23501_m1	-1	2190	2341	151	1.00000000	0.00000000	0
SRR27862880.38001_m2	-1	2191	2342	151	1.00000000	0.00000000	0
SRR27862880.74001_m1	-1	2191	2342	151	1.00000000	0.00000000	0
SRR27862880.219001_m2	+1	2195	2344	149	1.00000000	0.00000000	0
SRR27862880.193001_m2	+1	2215	2366	151	1.00000000	0.00000000	0
SRR27862880.26001_m1	-1	2242	2392	150	1.00000000	0.00000000	0
SRR27862880.206001_m2	+1	2263	2414	151	1.00000000	0.00000000	0
SRR27862880.139501_m1	-1	2266	2416	150	1.00000000	0.00000000	0
SRR27862880.103501_m1	-1	2269	2420	151	1.00000000	0.00000000	0
SRR27862880.207001_m1	-1	2269	2420	151	1.00000000	0.00000000	0
SRR27862880.123501_m1	-1	2278	2427	149	1.00000000	0.00000000	0
SRR27862880.56501_m2	+1	2281	2432	151	1.00000000	0.00000000	0
SRR27862880.79501_m2	-1	2286	2437	151	1.00000000	0.00000000	0
SRR27862880.92501_m1	-1	2288	2439	151	1.00000000	0.00000000	0
SRR27862880.50501_m2	+1	2295	2446	151	1.00000000	0.00000000	0
SRR27862880.172501_m1	+1	2303	2454	151	1.00000000	0.00000000	0
SRR27862880.118501_m1	-1	2309	2460	151	1.00000000	0.00000000	0
SRR27862880.30001_m1	-1	2313	2464	151	1.00000000	0.00000000	0
SRR27862880.152501_m2	+1	2322	2473	151	1.00000000	0.00000000	0
SRR27862880.83001_m1	-1	2323	2474	151	1.00000000	0.00000000	0
SRR27862880.180001_m2	+1	2328	2478	150	1.00000000	0.00000000	0
SRR27862880.186001_m1	-1	2333	2483	150	1.00000000	0.00000000	0
SRR27862880.86501_m1	-1	2350	2500	150	1.00000000	0.00000000	0
SRR27862880.161001_m2	+1	2361	2510	149	1.00000000	0.00000000	0
SRR27862880.15001_m1	-1	2363	2514	151	1.00000000	0.00000000	0
SRR27862880.33501_m2	-1	2366	2516	150	1.00000000	0.00000000	0
SRR27862880.149501_m1	-1	2370	2521	151	1.00000000	0.00000000	0
SRR27862880.135001_m1	-1	2373	2523	150	1.00000000	0.00000000	0
SRR27862880.188001_m1	-1	2383	2534	151	1.00000000	0.00000000	0
SRR27862880.105501_m1	-1	2386	2537	151	0.99337748	0.00662252	0
SRR27862880.204001_m2	+1	2387	2537	150	1.00000000	0.00000000	0
SRR27862880.241001_m1	-1	2396	2547	151	1.00000000	0.00000000	0
SRR27862880.219001_m1	-1	2415	2563	148	0.99324324	0.00675676	0
SRR27862880.193001_m1	-1	2417	2568	151	1.00000000	0.00000000	0
SRR27862880.5001_m2	+1	2424	2575	151	1.00000000	0.00000000	0
SRR27862880.71001_m1	+1	2424	2575	151	1.00000000	0.00000000	0
SRR27862880.176001_m1	+1	2428	2518	90	0.98888889	0.01111111	0
SRR27862880.4001_m2	+1	2441	2592	151	1.00000000	0.00000000	0
SRR27862880.236501_m1	+1	2453	2604	151	1.00000000	0.00000000	0
SRR27862880.43001_m1	+1	2453	2604	151	1.00000000	0.00000000	0
SRR27862880.206001_m1	-1	2481	2632	151	1.00000000	0.00000000	0
SRR27862880.56501_m1	-1	2486	2636	150	1.00000000	0.00000000	0
SRR27862880.112001_m1	+1	2491	2642	151	1.00000000	0.00000000	0
SRR27862880.172501_m2	-1	2500	2651	151	1.00000000	0.00000000	0
SRR27862880.105001_m2	+1	2502	2653	151	1.00000000	0.00000000	0
SRR27862880.43001_m2	-1	2510	2660	150	1.00000000	0.00000000	0
SRR27862880.3501_m2	+1	2516	2666	150	1.00000000	0.00000000	0
SRR27862880.152501_m1	-1	2538	2689	151	1.00000000	0.00000000	0
SRR27862880.180001_m1	-1	2541	2692	151	1.00000000	0.00000000	0
SRR27862880.72001_m2	+1	2541	2692	151	1.00000000	0.00000000	0
SRR27862880.50501_m1	-1	2542	2693	151	1.00000000	0.00000000	0
SRR27862880.172001_m1	+1	2547	2697	150	1.00000000	0.00000000	0
SRR27862880.120001_m1	+1	2550	2701	151	1.00000000	0.00000000	0
SRR27862880.196001_m2	+1	2553	2704	151	0.98675497	0.01324503	0
SRR27862880.115001_m1	+1	2559	2710	151	1.00000000	0.00000000	0
SRR27862880.146001_m2	+1	2575	2726	151	1.00000000	0.00000000	0
SRR27862880.110001_m2	+1	2576	2727	151	0.98675497	0.01324503	0
SRR27862880.131501_m2	+1	2588	2739	151	0.99337748	0.00662252	0
SRR27862880.84501_m1	+1	2588	2739	151	0.99337748	0.00662252	0
SRR27862880.173001_m2	+1	2603	2754	151	0.99337748	0.00662252	0
SRR27862880.204001_m1	-1	2606	2757	151	0.99337748	0.00662252	0
SRR27862880.161001_m1	-1	2616	2767	151	0.99337748	0.00662252	0
SRR27862880.98501_m1	+1	2635	2786	151	0.98675497	0.01324503	0
SRR27862880.205001_m2	+1	2636	2787	151	0.99337748	0.00662252	0
SRR27862880.4001_m1	-1	2643	2794	151	0.99337748	0.00662252	0
SRR27862880.230501_m1	+1	2647	2798	151	0.99337748	0.00662252	0
SRR27862880.71001_m2	-1	2649	2798	149	0.99328859	0.00671141	0
SRR27862880.3501_m1	-1	2650	2801	151	0.99337748	0.00662252	0
SRR27862880.110501_m2	+1	2651	2801	150	0.99333333	0.00666667	0
SRR27862880.47001_m1	+1	2655	2805	150	0.99333333	0.00666667	0
SRR27862880.5001_m1	-1	2656	2806	150	0.99333333	0.00666667	0
SRR27862880.128501_m1	+1	2660	2810	150	0.99333333	0.00666667	0
SRR27862880.32001_m1	+1	2688	2838	150	0.98666667	0.01333333	0
SRR27862880.31001_m2	+1	2689	2839	150	0.98666667	0.01333333	0
SRR27862880.194501_m2	+1	2696	2847	151	0.98675497	0.01324503	0
SRR27862880.72501_m2	+1	2698	2849	151	0.98675497	0.01324503	0
SRR27862880.215001_m1	+1	2705	2855	150	0.98666667	0.01333333	0
SRR27862880.16001_m2	+1	2708	2859	151	0.98013245	0.01986755	0
SRR27862880.76001_m1	+1	2711	2862	151	0.98675497	0.01324503	0
SRR27862880.105001_m1	-1	2718	2869	151	0.98675497	0.01324503	0
SRR27862880.51001_m1	+1	2719	2870	151	0.98675497	0.01324503	0
SRR27862880.112001_m2	-1	2721	2871	150	0.98666667	0.01333333	0
SRR27862880.120501_m2	+1	2721	2872	151	0.98675497	0.01324503	0
SRR27862880.172001_m2	-1	2722	2872	150	0.98666667	0.01333333	0
SRR27862880.236501_m2	-1	2724	2874	150	0.98666667	0.01333333	0
SRR27862880.174501_m2	+1	2755	2905	150	0.98000000	0.02000000	0
SRR27862880.115001_m2	-1	2759	2909	150	0.99333333	0.00666667	0
SRR27862880.249501_m1	-1	2762	2913	151	0.99337748	0.00662252	0
SRR27862880.84501_m2	-1	2763	2914	151	0.99337748	0.00662252	0
SRR27862880.120001_m2	-1	2778	2928	150	0.99333333	0.00666667	0
SRR27862880.72001_m1	-1	2778	2929	151	0.99337748	0.00662252	0
SRR27862880.35501_m1	+1	2784	2935	151	0.99337748	0.00662252	0
SRR27862880.146001_m1	-1	2786	2936	150	0.99333333	0.00666667	0
SRR27862880.196001_m1	-1	2796	2946	150	0.99333333	0.00666667	0
SRR27862880.131501_m1	-1	2800	2951	151	0.99337748	0.00662252	0
SRR27862880.110001_m1	-1	2817	2968	151	0.98675497	0.01324503	0
SRR27862880.124001_m1	+1	2821	2972	151	0.99337748	0.00662252	0
SRR27862880.190501_m2	+1	2829	2980	151	1.00000000	0.00000000	0
SRR27862880.173001_m1	-1	2833	2984	151	1.00000000	0.00000000	0
SRR27862880.205001_m1	-1	2833	2984	151	1.00000000	0.00000000	0
SRR27862880.68501_m2	+1	2838	2988	150	0.99333333	0.00666667	0
SRR27862880.230501_m2	-1	2853	3003	150	1.00000000	0.00000000	0
SRR27862880.147001_m2	+1	2861	3010	149	1.00000000	0.00000000	0
SRR27862880.206501_m1	+1	2862	3013	151	1.00000000	0.00000000	0
SRR27862880.23001_m1	+1	2864	3015	151	1.00000000	0.00000000	0
SRR27862880.235001_m2	+1	2867	3018	151	1.00000000	0.00000000	0
SRR27862880.45001_m2	+1	2870	3020	150	1.00000000	0.00000000	0
SRR27862880.98501_m2	-1	2880	3030	150	1.00000000	0.00000000	0
SRR27862880.128501_m2	-1	2888	3038	150	1.00000000	0.00000000	0
SRR27862880.72501_m1	-1	2888	3038	150	1.00000000	0.00000000	0
SRR27862880.250001_m1	-1	2892	3043	151	1.00000000	0.00000000	0
SRR27862880.27501_m2	+1	2905	3054	149	1.00000000	0.00000000	0
SRR27862880.110501_m1	-1	2907	3058	151	1.00000000	0.00000000	0
SRR27862880.31001_m1	-1	2912	3063	151	1.00000000	0.00000000	0
SRR27862880.210001_m2	+1	2913	3062	149	1.00000000	0.00000000	0
SRR27862880.120501_m1	-1	2917	3068	151	1.00000000	0.00000000	0
SRR27862880.16001_m1	-1	2917	3068	151	1.00000000	0.00000000	0
SRR27862880.47001_m2	-1	2920	3071	151	1.00000000	0.00000000	0
SRR27862880.32001_m2	-1	2928	3078	150	1.00000000	0.00000000	0
SRR27862880.48501_m2	+1	2933	3083	150	1.00000000	0.00000000	0
SRR27862880.76001_m2	-1	2936	3086	150	1.00000000	0.00000000	0
SRR27862880.50001_m2	+1	2961	3110	149	1.00000000	0.00000000	0
SRR27862880.215001_m2	-1	2966	3115	149	1.00000000	0.00000000	0
SRR27862880.194501_m1	-1	2968	3116	148	1.00000000	0.00000000	0
SRR27862880.51001_m2	-1	2975	3125	150	1.00000000	0.00000000	0
SRR27862880.34001_m1	+1	2983	3132	149	1.00000000	0.00000000	0
SRR27862880.12001_m1	+1	2997	3148	151	0.99337748	0.00662252	0
SRR27862880.174501_m1	-1	2999	3150	151	0.98675497	0.01324503	0
SRR27862880.190501_m1	-1	3001	3152	151	0.99337748	0.00662252	0
SRR27862880.227501_m1	+1	3006	3157	151	0.99337748	0.00662252	0
SRR27862880.35501_m2	-1	3010	3161	151	0.99337748	0.00662252	0
SRR27862880.124001_m2	-1	3014	3164	150	0.99333333	0.00666667	0
SRR27862880.109001_m1	+1	3021	3171	150	0.99333333	0.00666667	0
SRR27862880.76501_m1	+1	3025	3175	150	0.99333333	0.00666667	0
SRR27862880.89501_m1	+1	3028	3179	151	0.99337748	0.00662252	0
SRR27862880.175001_m1	+1	3068	3219	151	0.99337748	0.00662252	0
SRR27862880.68501_m1	-1	3077	3228	151	0.99337748	0.00662252	0
SRR27862880.147001_m1	-1	3094	3245	151	0.99337748	0.00662252	0
SRR27862880.45001_m1	-1	3098	3249	151	0.99337748	0.00662252	0
SRR27862880.206501_m2	-1	3100	3251	151	0.99337748	0.00662252	0
SRR27862880.246001_m1	+1	3107	3258	151	0.99337748	0.00662252	0
SRR27862880.217001_m2	+1	3124	3273	149	0.99328859	0.00671141	0
SRR27862880.200501_m1	+1	3133	3281	148	1.00000000	0.00000000	0
SRR27862880.48501_m1	-1	3133	3282	149	1.00000000	0.00000000	0
SRR27862880.23001_m2	-1	3134	3284	150	0.99333333	0.00666667	0
SRR27862880.235001_m1	-1	3140	3290	150	1.00000000	0.00000000	0
SRR27862880.212501_m2	+1	3159	3309	150	0.99333333	0.00666667	0
SRR27862880.27501_m1	-1	3163	3314	151	1.00000000	0.00000000	0
SRR27862880.152001_m1	+1	3168	3319	151	1.00000000	0.00000000	0
SRR27862880.50001_m1	-1	3178	3327	149	1.00000000	0.00000000	0
SRR27862880.34001_m2	-1	3182	3333	151	1.00000000	0.00000000	0
SRR27862880.210001_m1	-1	3212	3363	151	1.00000000	0.00000000	0
SRR27862880.109001_m2	-1	3214	3364	150	1.00000000	0.00000000	0
SRR27862880.143001_m1	+1	3219	3370	151	1.00000000	0.00000000	0
SRR27862880.89501_m2	-1	3222	3373	151	1.00000000	0.00000000	0
SRR27862880.12001_m2	-1	3229	3379	150	1.00000000	0.00000000	0
SRR27862880.215501_m1	+1	3232	3382	150	1.00000000	0.00000000	0
SRR27862880.37001_m1	+1	3237	3385	148	1.00000000	0.00000000	0
SRR27862880.227501_m2	-1	3243	3392	149	1.00000000	0.00000000	0
SRR27862880.111001_m2	+1	3244	3395	151	1.00000000	0.00000000	0
SRR27862880.76501_m2	-1	3244	3393	149	1.00000000	0.00000000	0
SRR27862880.115501_m1	+1	3267	3417	150	1.00000000	0.00000000	0
SRR27862880.175001_m2	-1	3274	3425	151	1.00000000	0.00000000	0
SRR27862880.82501_m1	+1	3278	3429	151	1.00000000	0.00000000	0
SRR27862880.132001_m2	+1	3289	3440	151	1.00000000	0.00000000	0
SRR27862880.115501_m2	-1	3296	3446	150	1.00000000	0.00000000	0
SRR27862880.166001_m1	+1	3300	3450	150	1.00000000	0.00000000	0
SRR27862880.246001_m2	-1	3308	3458	150	1.00000000	0.00000000	0
SRR27862880.146501_m2	+1	3319	3468	149	1.00000000	0.00000000	0
SRR27862880.217001_m1	-1	3344	3493	149	1.00000000	0.00000000	0
SRR27862880.137001_m1	+1	3353	3504	151	1.00000000	0.00000000	0
SRR27862880.226001_m1	+1	3376	3527	151	1.00000000	0.00000000	0
SRR27862880.212501_m1	-1	3377	3528	151	1.00000000	0.00000000	0
SRR27862880.200501_m2	-1	3387	3538	151	1.00000000	0.00000000	0
SRR27862880.20501_m2	+1	3392	3542	150	1.00000000	0.00000000	0
SRR27862880.153501_m1	+1	3404	3555	151	1.00000000	0.00000000	0
SRR27862880.84001_m2	+1	3409	3560	151	1.00000000	0.00000000	0
SRR27862880.112501_m1	+1	3410	3561	151	1.00000000	0.00000000	0
SRR27862880.152001_m2	-1	3411	3562	151	1.00000000	0.00000000	0
SRR27862880.8001_m1	+1	3414	3565	151	1.00000000	0.00000000	0
SRR27862880.4501_m1	+1	3420	3571	151	1.00000000	0.00000000	0
SRR27862880.193501_m1	+1	3428	3578	150	1.00000000	0.00000000	0
SRR27862880.142001_m1	+1	3429	3580	151	1.00000000	0.00000000	0
SRR27862880.162501_m1	+1	3432	3582	150	0.99333333	0.00666667	0
SRR27862880.106001_m1	+1	3439	3590	151	1.00000000	0.00000000	0
SRR27862880.215501_m2	-1	3449	3600	151	1.00000000	0.00000000	0
SRR27862880.234501_m2	+1	3453	3602	149	1.00000000	0.00000000	0
SRR27862880.83501_m1	+1	3459	3609	150	1.00000000	0.00000000	0
SRR27862880.143001_m2	-1	3467	3617	150	1.00000000	0.00000000	0
SRR27862880.82501_m2	-1	3468	3618	150	1.00000000	0.00000000	0
SRR27862880.111001_m1	-1	3469	3620	151	1.00000000	0.00000000	0
SRR27862880.241501_m1	+1	3472	3622	150	1.00000000	0.00000000	0
SRR27862880.247501_m2	+1	3474	3625	151	1.00000000	0.00000000	0
SRR27862880.37001_m2	-1	3475	3626	151	1.00000000	0.00000000	0
SRR27862880.223001_m1	+1	3479	3629	150	1.00000000	0.00000000	0
SRR27862880.2001_m2	+1	3488	3639	151	1.00000000	0.00000000	0
SRR27862880.157501_m1	+1	3489	3639	150	1.00000000	0.00000000	0
SRR27862880.132001_m1	-1	3498	3649	151	1.00000000	0.00000000	0
SRR27862880.161501_m2	+1	3500	3651	151	1.00000000	0.00000000	0
SRR27862880.229501_m1	+1	3511	3662	151	1.00000000	0.00000000	0
SRR27862880.166001_m2	-1	3513	3661	148	1.00000000	0.00000000	0
SRR27862880.104001_m1	+1	3514	3665	151	0.99337748	0.00662252	0
SRR27862880.233001_m2	+1	3529	3679	150	1.00000000	0.00000000	0
SRR27862880.53501_m2	+1	3533	3683	150	1.00000000	0.00000000	0
SRR27862880.24501_m2	+1	3537	3687	150	1.00000000	0.00000000	0
SRR27862880.146501_m1	-1	3548	3698	150	0.99333333	0.00666667	0
SRR27862880.106501_m2	+1	3552	3702	150	1.00000000	0.00000000	0
SRR27862880.199001_m2	+1	3564	3713	149	1.00000000	0.00000000	0
SRR27862880.137001_m2	-1	3586	3733	147	1.00000000	0.00000000	0
SRR27862880.208001_m1	+1	3589	3740	151	1.00000000	0.00000000	0
SRR27862880.209501_m2	+1	3609	3759	150	1.00000000	0.00000000	0
SRR27862880.226001_m2	-1	3609	3760	151	1.00000000	0.00000000	0
SRR27862880.153501_m2	-1	3623	3774	151	1.00000000	0.00000000	0
SRR27862880.203001_m1	+1	3627	3778	151	1.00000000	0.00000000	0
SRR27862880.163501_m2	+1	3629	3780	151	1.00000000	0.00000000	0
SRR27862880.8001_m2	-1	3631	3780	149	1.00000000	0.00000000	0
SRR27862880.240001_m2	+1	3642	3793	151	1.00000000	0.00000000	0
SRR27862880.106001_m2	-1	3643	3792	149	1.00000000	0.00000000	0
SRR27862880.142001_m2	-1	3643	3794	151	1.00000000	0.00000000	0
SRR27862880.63501_m2	+1	3644	3794	150	0.98666667	0.01333333	0
SRR27862880.20501_m1	-1	3647	3798	151	1.00000000	0.00000000	0
SRR27862880.234501_m1	-1	3647	3796	149	1.00000000	0.00000000	0
SRR27862880.64001_m1	+1	3660	3811	151	1.00000000	0.00000000	0
SRR27862880.112501_m2	-1	3665	3816	151	1.00000000	0.00000000	0
SRR27862880.162501_m2	-1	3668	3817	149	1.00000000	0.00000000	0
SRR27862880.2001_m1	-1	3670	3821	151	1.00000000	0.00000000	0
SRR27862880.193501_m2	-1	3671	3822	151	1.00000000	0.00000000	0
SRR27862880.12501_m1	+1	3677	3828	151	1.00000000	0.00000000	0
SRR27862880.84001_m1	-1	3680	3831	151	1.00000000	0.00000000	0
SRR27862880.96501_m2	+1	3681	3832	151	1.00000000	0.00000000	0
SRR27862880.241501_m2	-1	3685	3834	149	0.99328859	0.00671141	0
SRR27862880.80501_m2	+1	3686	3836	150	1.00000000	0.00000000	0
SRR27862880.114001_m2	+1	3689	3838	149	1.00000000	0.00000000	0
SRR27862880.53501_m1	-1	3698	3849	151	1.00000000	0.00000000	0
SRR27862880.220001_m1	+1	3702	3853	151	1.00000000	0.00000000	0
SRR27862880.247501_m1	-1	3706	3856	150	1.00000000	0.00000000	0
SRR27862880.100001_m1	+1	3715	3866	151	1.00000000	0.00000000	0
SRR27862880.83501_m2	-1	3720	3871	151	1.00000000	0.00000000	0
SRR27862880.103001_m2	+1	3723	3871	148	1.00000000	0.00000000	0
SRR27862880.223001_m2	-1	3723	3873	150	0.99333333	0.00666667	0
SRR27862880.157501_m2	-1	3727	3877	150	1.00000000	0.00000000	0
SRR27862880.161501_m1	-1	3729	3880	151	1.00000000	0.00000000	0
SRR27862880.104001_m2	-1	3734	3884	150	1.00000000	0.00000000	0
SRR27862880.233001_m1	-1	3737	3888	151	0.99337748	0.00662252	0
SRR27862880.229501_m2	-1	3738	3889	151	1.00000000	0.00000000	0
SRR27862880.91501_m2	+1	3740	3890	150	1.00000000	0.00000000	0
SRR27862880.106501_m1	-1	3749	3898	149	1.00000000	0.00000000	0
SRR27862880.101501_m2	+1	3767	3918	151	1.00000000	0.00000000	0
SRR27862880.199001_m1	-1	3767	3917	150	1.00000000	0.00000000	0
SRR27862880.166501_m1	+1	3776	3927	151	1.00000000	0.00000000	0
SRR27862880.24501_m1	-1	3778	3928	150	1.00000000	0.00000000	0
SRR27862880.139001_m1	+1	3782	3933	151	1.00000000	0.00000000	0
SRR27862880.108501_m2	+1	3788	3939	151	1.00000000	0.00000000	0
SRR27862880.99501_m2	+1	3792	3943	151	1.00000000	0.00000000	0
SRR27862880.209501_m1	-1	3797	3947	150	0.99333333	0.00666667	0
SRR27862880.71501_m2	+1	3808	3959	151	1.00000000	0.00000000	0
SRR27862880.208001_m2	-1	3815	3965	150	1.00000000	0.00000000	0
SRR27862880.192501_m1	+1	3825	3976	151	1.00000000	0.00000000	0
SRR27862880.12501_m2	-1	3830	3980	150	1.00000000	0.00000000	0
SRR27862880.248501_m2	+1	3836	3987	151	1.00000000	0.00000000	0
SRR27862880.149001_m2	+1	3839	3990	151	1.00000000	0.00000000	0
SRR27862880.163501_m1	-1	3842	3992	150	1.00000000	0.00000000	0
SRR27862880.203001_m2	-1	3855	4005	150	1.00000000	0.00000000	0
SRR27862880.240001_m1	-1	3861	4012	151	1.00000000	0.00000000	0
SRR27862880.197001_m2	+1	3872	4023	151	1.00000000	0.00000000	0
SRR27862880.80501_m1	-1	3884	4033	149	1.00000000	0.00000000	0
SRR27862880.63501_m1	-1	3885	4036	151	1.00000000	0.00000000	0
SRR27862880.91501_m1	-1	3887	4037	150	1.00000000	0.00000000	0
SRR27862880.96501_m1	-1	3888	4039	151	1.00000000	0.00000000	0
SRR27862880.4501_m2	-1	3899	4049	150	0.99333333	0.00666667	0
SRR27862880.244001_m2	+1	3905	4055	150	0.99333333	0.00666667	0
SRR27862880.64001_m2	-1	3909	4060	151	1.00000000	0.00000000	0
SRR27862880.114001_m1	-1	3911	4062	151	1.00000000	0.00000000	0
SRR27862880.33001_m2	+1	3912	4062	150	1.00000000	0.00000000	0
SRR27862880.100001_m2	-1	3923	4074	151	1.00000000	0.00000000	0
SRR27862880.142501_m2	+1	3941	4092	151	1.00000000	0.00000000	0
SRR27862880.220001_m2	-1	3943	4093	150	1.00000000	0.00000000	0
SRR27862880.54001_m2	+1	3953	4103	150	1.00000000	0.00000000	0
SRR27862880.148001_m2	+1	3957	4108	151	1.00000000	0.00000000	0
SRR27862880.103001_m1	-1	3962	4113	151	1.00000000	0.00000000	0
SRR27862880.11501_m2	+1	3967	4116	149	1.00000000	0.00000000	0
SRR27862880.157001_m2	+1	3973	4124	151	1.00000000	0.00000000	0
SRR27862880.192501_m2	-1	3976	4126	150	1.00000000	0.00000000	0
SRR27862880.187501_m2	+1	3977	4128	151	1.00000000	0.00000000	0
SRR27862880.108501_m1	-1	3989	4139	150	1.00000000	0.00000000	0
SRR27862880.1001_m2	+1	3993	4143	150	1.00000000	0.00000000	0
SRR27862880.101501_m1	-1	3996	4147	151	1.00000000	0.00000000	0
SRR27862880.232501_m2	+1	3998	4146	148	1.00000000	0.00000000	0
SRR27862880.29501_m1	+1	4009	4160	151	1.00000000	0.00000000	0
SRR27862880.139001_m2	-1	4013	4162	149	1.00000000	0.00000000	0
SRR27862880.164001_m2	+1	4015	4165	150	1.00000000	0.00000000	0
SRR27862880.165501_m1	+1	4022	4173	151	1.00000000	0.00000000	0
SRR27862880.208501_m2	+1	4025	4175	150	0.99333333	0.00666667	0
SRR27862880.71501_m1	-1	4025	4175	150	1.00000000	0.00000000	0
SRR27862880.170501_m2	+1	4031	4181	150	1.00000000	0.00000000	0
SRR27862880.99501_m1	-1	4031	4181	150	1.00000000	0.00000000	0
SRR27862880.166501_m2	-1	4050	4201	151	1.00000000	0.00000000	0
SRR27862880.125501_m2	+1	4055	4205	150	0.99333333	0.00666667	0
SRR27862880.60001_m1	+1	4063	4212	149	1.00000000	0.00000000	0
SRR27862880.167501_m2	+1	4066	4217	151	1.00000000	0.00000000	0
SRR27862880.82001_m2	+1	4066	4217	151	1.00000000	0.00000000	0
SRR27862880.149001_m1	-1	4072	4223	151	1.00000000	0.00000000	0
SRR27862880.248501_m1	-1	4072	4223	151	1.00000000	0.00000000	0
SRR27862880.25001_m2	+1	4072	4223	151	1.00000000	0.00000000	0
SRR27862880.51501_m1	+1	4076	4227	151	1.00000000	0.00000000	0
SRR27862880.165501_m2	-1	4079	4229	150	1.00000000	0.00000000	0
SRR27862880.179501_m2	+1	4084	4235	151	1.00000000	0.00000000	0
SRR27862880.25001_m1	-1	4084	4233	149	1.00000000	0.00000000	0
SRR27862880.244001_m1	-1	4085	4235	150	1.00000000	0.00000000	0
SRR27862880.197001_m1	-1	4089	4240	151	1.00000000	0.00000000	0
SRR27862880.67501_m1	+1	4096	4247	151	1.00000000	0.00000000	0
SRR27862880.220501_m1	+1	4098	4249	151	1.00000000	0.00000000	0
SRR27862880.214501_m2	+1	4107	4257	150	1.00000000	0.00000000	0
SRR27862880.125001_m1	+1	4135	4286	151	1.00000000	0.00000000	0
SRR27862880.33001_m1	-1	4144	4295	151	1.00000000	0.00000000	0
SRR27862880.142501_m1	-1	4153	4303	150	1.00000000	0.00000000	0
SRR27862880.148001_m1	-1	4160	4311	151	1.00000000	0.00000000	0
SRR27862880.7501_m1	+1	4177	4328	151	1.00000000	0.00000000	0
SRR27862880.54001_m1	-1	4191	4342	151	1.00000000	0.00000000	0
